Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81467865,,,Kings,150,Road,1500000,56,4,5,4,0,3130,14432,Brisbane,37
Sold,Not Applicable,ML81470083,,,Massachusetts,2447,Avenue,1500000,2,2,3,2,0,1998,7112,Redwood City,65
Sold,Not Applicable,ML81470193,,,Medford,2850,Avenue,1500000,10,2,3,2,0,1820,6500,Redwood City,62
Sold,Not Applicable,ML81470774,,,Helen,215,Drive,1500000,9,2,3,2,0,2185,5220,Millbrae,68
Sold,Not Applicable,ML81471283,,,Morrell,1004,Avenue,1500000,12,1,2,1,0,1400,5760,Burlingame,99
Sold,Not Applicable,ML81471483,,,Read,2601,Avenue,1500000,38,2,3,2,0,1630,8742,Belmont,63
Sold,Not Applicable,ML81472387,,,Crestview,1044,Drive,1500000,16,3,4,3,0,2129,18204,Millbrae,57
Sold,Not Applicable,ML81472512,,,VERNON,1220,Terrace,1500000,26,2,3,2,0,1580,5564,San Mateo,57
Sold,Not Applicable,ML81484354,,,Monaco,163,Drive,1500000,38,3,4,2,1,2030,3519,Redwood Shores,19
Sold,Not Applicable,ML81485403,,,Kingridge,4143,Drive,1500000,26,2,3,2,0,1930,9750,San Mateo,59
Sold,Not Applicable,ML81485575,,,Bodega,380,Street,1500000,10,2,4,2,0,1470,6080,Foster City,44
Sold,Not Applicable,ML81485824,,,Trousdale,2808,Drive,1500000,14,2,3,2,0,1620,14800,Burlingame,56
Sold,Not Applicable,ML81485925,,,Greenwood,1561,Avenue,1500000,17,2,3,2,0,1640,5080,San Carlos,74
Sold,Not Applicable,ML81496520,,,Hollyburne,1027,Avenue,1500000,12,2,3,2,0,1511,5750,Menlo Park,64
Sold,Not Applicable,ML81496768,,,White Oak,1976,Way,1500000,12,1,2,1,0,1230,5600,San Carlos,74
Sold,Not Applicable,ML81500133,,,Fulton,128,Street,1500000,7,2,2,2,0,1400,6240,Redwood City,90
Sold,Not Applicable,ML81500873,,,Foothill,1148,Street,1500000,7,2,3,2,0,1750,9153,Redwood City,62
Sold,Not Applicable,ML81470174,,,Somerset,715,Lane,1498000,6,3,3,2,1,1830,6000,Foster City,31
Sold,Not Applicable,ML81458537,,,Country Club,3760,Drive,1495000,20,2,3,2,0,1900,9288,Redwood City,59
Sold,Not Applicable,ML81498909,,,Brittan,2840,Avenue,1490000,14,2,3,2,0,2030,10374,San Carlos,56
Sold,Not Applicable,ML81461969,,,Bay,629,Road,1485000,30,2,3,2,0,1370,5640,Menlo Park,64
Sold,Not Applicable,ML81471525,,,Rinconada,45,Circle,1485000,8,3,3,2,1,1910,1656,Belmont,42
Sold,Not Applicable,ML81497847,,,Rinconada,5,Circle,1485000,5,3,3,2,1,2110,2268,Belmont,45
Sold,Not Applicable,ML81470818,,,Gilbert,4287,Street,1482000,6,2,3,1,1,2179,3465,Oakland,104
Sold,Not Applicable,ML81464266,,,Kalmia,1537,Street,1480000,12,2,2,2,0,1730,5000,San Mateo,74
Sold,Not Applicable,ML81472970,,,Alameda De Las Pulgas,4105,,1478000,9,2,3,2,0,1770,5049,San Mateo,62
Sold,Not Applicable,ML81456282,,,Sand Hill,168,Circle,1475000,76,2,4,2,0,2060,1296,Menlo Park,44
