Status,AdditionalListingInfo,MLSNumber,Address,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Pending,New Subdivision,ML81546570,701 2nd Avenue,1185000,10,3,2,2,1,1589,18000,San Mateo,0
Pending,New Subdivision,ML81546750,405 Carnivale Lane,1181636,41,2,3,2,0,2510,3200,Alameda,0
Active,Not Applicable,ML81546408,23 Pointe View Place,1180000,60,4,3,3,1,2490,3262.64,South San Francisco,12
Pending,Not Applicable,ML81549615,23 Summit court ,1180000,12,3,4,3,0,1990,5530,South San Francisco,36
Active,Not Applicable,ML81563305,701 28th Avenue,1180000,6,2,3,2,0,1480,5501.63,San Mateo,71
Active,Not Applicable,ML81563831,36 Cymbidium Circle,1179950,3,3,4,2,1,1860,3240,South San Francisco,16
Contingent,Not Applicable,ML81550425,208 Marbella Lane,1179000,14,3,3,2,1,2094,3881.2,San Bruno,8
Pending,Not Applicable,ML81550433,1025 S Idaho Street,1175000,12,3,3,2,1,1508,2138.8,San Mateo,4
Pending,Not Applicable,ML81561536,3509 GLENWOOD Avenue,1175000,10,1,3,1,0,1430,8720.71,Redwood City,65
Active,Not Applicable,ML81563462,48247 Conifer Street,1168000,7,3,3,2,1,1544,6528,Fremont,53
Pending,,ML81522240,305 Humboldt Road,1150000,37,5,4,4,1,3010,13620,Brisbane,57
Pending,Not Applicable,ML81548057,741 Edison Street,1150000,29,3,4,3,0,2212,5400,Montara,11
Pending,Not Applicable,ML81548085,328 Myrtle Street,1150000,19,3,3,3,0,1936,10836,Half Moon Bay,62
Contingent,Not Applicable,ML81548094,2716 Bristol Way,1150000,31,2,4,2,0,1390,6664.68,Redwood City,64
Pending,Not Applicable,ML81551004,6607 Heartwood Drive,1150000,15,4,4,3,1,2400,12012,Oakland,75
Active,Not Applicable,ML81561383,6133 Tourraine Drive,1150000,18,4,5,4,0,3391,5998.21,Newark,57
Active,Not Applicable,ML81563246,7667 Maywood Drive,1150000,6,3,4,3,0,2673,6992,Pleasanton,27
Pending,Not Applicable,ML81561845,264 Grand Street,1149000,9,1,2,1,0,1070,6499.15,Redwood City,96
Active,Not Applicable,ML81562490,47435 Mantis Street,1149000,11,3,4,3,0,1811,6000,Fremont,47
Pending,Not Applicable,ML81561683,815 Park Avenue,1148000,11,1,2,1,0,1110,5000,Burlingame,114
Active,Not Applicable,ML81563687,709 Acacia Drive,1148000,4,1,3,1,0,1190,5375.3,Burlingame,92
Active,Not Applicable,ML81545174,720 Promontory Point Lane,1145000,199,3,3,2,1,2264,,Foster City,25
Active,Not Applicable,ML81562475,32 Mandalay Place,1125000,9,3,3,2,1,2500,2937,South San Francisco,12
Active,New Subdivision,ML81562921,135 Crestview Circle,1123880,8,3,4,3,0,2008,3284,Daly City,0
Pending,Not Applicable,ML81535097,1536 Annie Street,1123800,27,3,4,2,1,2554,3000,Daly City,0
Pending,Not Applicable,ML81561344,1260 Carson Street,1122000,8,2,3,2,0,1240,8398.37,Redwood City,65
Active,Not Applicable,ML81563542,213 23rd Avenue,1118000,5,2,3,2,0,1590,6651.61,San Mateo,80
Active,Not Applicable,ML81563639,720 Promontory Point Lane,1118000,4,3,2,2,1,2224,346066,Foster City,18
Active,New Subdivision,ML81561623,1522 Annie Street,1115200,16,3,3,2,1,2446,3000,Daly City,0
Active,Not Applicable,ML81548697,2257 Kenry Way,1100000,40,3,4,2,1,1920,5248.98,South San Francisco,52
Active,Not Applicable,ML81563891,614 Buena Vista Street,1100000,2,3,3,3,0,2265,5000.69,Moss Beach,38
Pending,Not Applicable,ML81561402,7 Breaker Lane,1099901,4,3,3,2,1,1610,739718.5,Redwood Shores,21
Pending,Not Applicable,ML81551054,318 S Grant Street,1099000,14,2,2,2,0,1462,18717.73,San Mateo,13
Pending,Not Applicable,ML81533311,23 Sheffield Drive,1098000,61,2,2,2,0,1580,3813,Daly City,64
Pending,Not Applicable,ML81548033,642 Bair Island Road,1098000,13,3,3,2,1,1689,1689,Redwood City,2
Pending,Not Applicable,ML81550599,632 True Wind Way,1098000,11,3,3,2,1,1686,0,Redwood City,3
Pending,Not Applicable,ML81550669,616 Guadalupe Avenue,1098000,14,2,3,1,1,1290,5445,Millbrae,70
Active,Not Applicable,ML81563916,650 Oakview Way,1098000,1,2,2,1,1,1340,14300.75,Redwood City,70
Active,Not Applicable,ML81561398,139 Santa Cruz Avenue,1088888,18,4,5,4,0,2710,2400.16,Daly City,21
Active,Not Applicable,ML81561275,8 Buttercup Lane,1088000,19,3,2,2,1,1793,,San Carlos,35
Pending,Not Applicable,ML81548799,1840 Bahia Street,1078000,8,2,3,2,0,1380,6400,San Mateo,56
Active,Not Applicable,ML81522676,1029 Pearl Avenue,1075000,113,3,7,3,0,3000,3777,Moss Beach,115
Pending,Not Applicable,ML81548655,43545 Ocaso Corte ,1075000,7,3,3,2,1,2058,1650.92,Fremont,37
Active,Not Applicable,ML81562188,596 Privet Terrace,1075000,13,4,4,3,1,2045,1000,Fremont,7
Active,Not Applicable,ML81500222,38275 Ballard Drive,1050000,223,3,5,3,0,2425,8250,Fremont,55
Pending,Not Applicable,ML81522584,441 Granelli Avenue,1050000,33,3,3,3,0,1880,5500,Half Moon Bay,52
Active,Not Applicable,ML81546217,406 Avenue Del Oro ,1050000,61,3,3,2,1,2420,5100.88,El Granada,33
Pending,Not Applicable,ML81548597,652 W Hillsdale Boulevard,1050000,15,2,3,2,0,1600,7140,San Mateo,65
Pending,Not Applicable,ML81561281,43525 Ocaso Corte ,1050000,8,3,3,2,1,1904,1607.36,Fremont,37
Active,Not Applicable,ML81563822,1112 W Hillsdale Boulevard,1050000,3,3,3,2,1,1760,3018.71,San Mateo,38
Active,Not Applicable,ML81561621,5225 Belfast Court,1049000,16,4,4,3,1,2210,2339.17,South San Francisco,13
Pending,Not Applicable,ML81561403,1022 Helm Lane,1048000,7,3,3,2,1,1530,974,Foster City,20
Contingent,New Subdivision,ML81547750,1512 Annie Street,1003600,46,3,3,2,1,1879,3000,Daly City,0
Contingent,Not Applicable,ML81550661,110 Waldron Drive,1000000,23,3,2,2,1,1473,1473,Redwood City,5
Pending,Not Applicable,ML81521270,2338 University Avenue,999888,103,3,3,2,1,2740,10150,East Palo Alto,68
Pending,Potential Short Sale / Lender Appr Required,ML81562818,117 Lucca Drive,999888,4,3,5,3,0,2680,4983.26,South San Francisco,24
Contingent,Not Applicable,ML81547942,5232 Belfast Court,999000,39,4,4,3,1,2310,2430.65,South San Francisco,13
Pending,Not Applicable,ML81548193,1261 Granada Street,999000,21,1,3,1,0,1100,5244.62,Belmont,69
Pending,Not Applicable,ML81548689,1404 El Camino Real ,999000,11,3,2,2,1,1567,7017,Burlingame,17
Pending,Not Applicable,ML81550306,35888 Vivian Place,999000,13,3,5,3,0,2332,5458.07,Fremont,21
Active,Not Applicable,ML81550441,665 Scorpio Lane,999000,25,2,3,2,0,1370,2922.88,Foster City,44
Pending,Not Applicable,ML81562213,210 Belmont Avenue,999000,6,3,4,3,0,1480,5000.69,Redwood City,55
Active,Not Applicable,ML81562732,709 27th Avenue,999000,8,2,2,1,1,1360,7350,San Mateo,70
Active,Not Applicable,ML81562688,1177 Linda Mar Boulevard,998888,9,2,3,2,0,1655,5206,Pacifica,12
Pending,Not Applicable,ML81548752,865 Cabot Lane,998000,12,3,3,2,1,1380,1393.92,Foster City,42
Pending,Not Applicable,ML81549471,1127 Forrestal Lane,998000,13,2,3,2,0,1530,2465.5,Foster City,41
Pending,Not Applicable,ML81549656,321 Catamaran Street,998000,15,3,3,2,1,1340,1964.56,Foster City,43
Pending,Not Applicable,ML81551016,262 Valencia Avenue,998000,4,3,3,2,1,1720,7348.57,El Granada,67
Active,Not Applicable,ML81561939,420 Humboldt Road,998000,14,4,5,4,0,2750,9099.68,Brisbane,66
Active,Not Applicable,ML81562814,532 El Granada ,998000,8,3,3,3,0,1810,4750,El Granada,10
Active,Not Applicable,ML81563712,1 Mandalay Place,995000,4,2,3,2,0,1727,44731.76,South San Francisco,12
Active,Not Applicable,ML81563755,434 Summit Drive,995000,4,1,2,1,0,975,6181.16,Redwood City,75
Active,Not Applicable,ML81563960,399 7th Street,995000,1,3,3,2,1,2000,5501.63,Montara,40
Active,Not Applicable,ML81562216,115 Lomitas Avenue,989000,13,3,4,2,1,1720,6220.37,South San Francisco,65
Pending,Not Applicable,ML81547395,1400 Adobe Drive,988888,31,2,3,2,0,1417,11250,Pacifica,0
Contingent,Not Applicable,ML81550928,1800 Trousdale Drive,988000,14,2,2,2,0,1275,24000,Burlingame,1
Contingent,Not Applicable,ML81561209,100 Live Oak Way,988000,11,3,2,2,1,1409,204198,Belmont,11
Contingent,Not Applicable,ML81561391,834 Wharfside Road,988000,14,3,2,2,1,1555,137416,San Mateo,37
Pending,Not Applicable,ML81561608,172 Valleyview Way,988000,11,2,3,2,0,1670,6777.94,South San Francisco,36
Active,Not Applicable,ML81562372,232 Morton Drive,988000,12,2,3,2,0,1170,4486.68,Daly City,50
Active,Not Applicable,ML81562684,5 Sunrise Court,988000,9,3,3,3,0,1900,1916.64,South San Francisco,21
Contingent,Not Applicable,ML81547909,927 S Delaware Street,986000,28,3,3,3,0,1152,2774.77,San Mateo,87
Active,Not Applicable,ML81561826,1788 Roberta Drive,985000,15,2,3,2,0,1300,5998.21,San Mateo,61
Active,Not Applicable,ML81551131,38439 Darnel Court,979950,20,3,3,3,0,2044,6677.75,Fremont,56
Pending,Not Applicable,ML81548790,25 W Summit Drive,979000,1,1,2,1,0,810,6890,Redwood City,69
Pending,New Subdivision,ML81561624,1518 Annie Street,978600,14,3,3,2,1,1879,3000,Daly City,0
Pending,Not Applicable,ML81561200,617 Guildford Avenue,978000,12,1,3,1,0,1180,4500,San Mateo,70
Pending,Not Applicable,ML81534506,103 F Street,975000,43,1,3,1,0,960,6970,Redwood City,65
Pending,Not Applicable,ML81546492,1517 Echo Avenue,975000,11,4,5,4,0,2059,6104,San Mateo,62
Contingent,Not Applicable,ML81548309,405 Mendocino Way,975000,20,3,3,2,1,1713,185765.98,Redwood City,27
Active,Not Applicable,ML81561632,1508 Spinnaker Lane,975000,16,2,4,2,0,1860,9121.46,Half Moon Bay,41
Active,Not Applicable,ML81562772,120 Tiller Court,975000,8,3,5,3,0,2624,9983.95,Half Moon Bay,41
Active,Not Applicable,ML81563123,30158 Bridgeview Way,970000,31,3,5,3,0,3094,5937.23,Hayward,16
Active,Not Applicable,ML81547660,1136 Vermont Way,969900,228,3,5,2,1,1860,5000.69,San Bruno,60
Contingent,Not Applicable,ML81548098,2335 Sueno Way,968000,40,2,3,2,0,1230,5505.98,Fremont,46
Pending,Not Applicable,ML81549265,2982 Mallorca Way,968000,19,3,4,3,0,2847,6432,Union City,22
Pending,Not Applicable,ML81564041,1760 Claremont Drive,968000,0,2,3,2,0,1610,8498.56,San Bruno,60
Contingent,Not Applicable,ML81548366,1523 Jefferson Avenue,959000,16,3,4,3,0,1690,5000.69,Redwood City,89
Pending,Not Applicable,ML81547858,1302 Claudia Avenue,950000,163,2,3,2,0,1300,10850.8,San Mateo,60
Active,Not Applicable,ML81549452,311 E wisteria Drive,950000,33,3,6,2,1,1980,5000,East Palo Alto,65
Active,Not Applicable,CRTR16038495,288 Bay Ridge Drive,950000,,3,4,2,1,2390,5712,Daly City,
Active,Not Applicable,ML81563393,121 Dover Court,950000,5,2,3,2,0,1620,5980.79,San Bruno,60
Active,Not Applicable,ML81563788,1111 Academy Avenue,950000,4,1,2,1,0,1023,6206,Belmont,69
Active,Not Applicable,ML81562795,2283 Tuscany Court,950000,1,3,4,2,1,1930,3938,East Palo Alto,7
Active,Not Applicable,ML81550110,3348 La Mesa Drive,949950,27,2,3,2,0,1239,1000,San Carlos,43
Pending,Not Applicable,ML81548830,1146 Sevier Avenue,949000,12,2,3,2,0,1542,5750,Menlo Park,69
Pending,Not Applicable,ML81549573,4976 Seneca Park Loop,949000,12,3,4,2,1,2097,6000,Fremont,29
Active,Not Applicable,ML81547429,211 Oakridge Drive,949000,28,3,3,3,0,1580,4578.16,Daly City,51
Active,Not Applicable,ML81563912,1140 Shoreline Drive,949000,1,2,3,2,0,1570,104857.63,San Mateo,37
Active,Not Applicable,ML81563349,11 Sheridan Place,948888,6,3,3,2,1,1950,5000,Pacifica,47
Pending,Not Applicable,ML81549679,105 Powell Street,948000,15,2,3,2,0,1930,5000.69,San Mateo,67
Pending,Not Applicable,ML81564034,275 Poplar Street,940000,0,2,2,2,0,1090,3611.12,Half Moon Bay,2
Active,Not Applicable,ML81562417,32872 Bass Lake Street,939900,12,3,4,2,1,1871,6516.58,Fremont,40
Active,Not Applicable,ML81563734,37640 Granville Drive,935000,4,3,3,3,0,1835,8891,Fremont,60
Active,Not Applicable,ML81563776,1723 Eisenhower Street,935000,4,2,3,2,0,1380,5000.69,San Mateo,59
Pending,Not Applicable,ML81549319,236 Marvilla Circle,929888,17,3,4,3,0,1970,5039.89,Pacifica,26
Contingent,Not Applicable,ML81550445,346 Coronado Avenue,929000,12,2,3,2,0,1650,4400,Half Moon Bay,23
Active,Not Applicable,ML81518337,601 Laurel Avenue,925000,151,2,1,2,0,1450,31359,San Mateo,23
Active,Not Applicable,ML81563617,1170 Foster City Boulevard,918000,4,2,3,2,0,1593,0,Foster City,43
Active,Not Applicable,ML81514243,425 Westmoor Avenue,910888,171,3,5,3,0,2100,3400,Daly City,49
Active,Not Applicable,ML81563193,32731 Fairfield Street,908000,6,3,4,3,0,2331,8475,Union City,30
Pending,Not Applicable,ML81521000,151 W 3rd Avenue,900000,177,2,2,2,0,1250,14624,San Mateo,58
Pending,Not Applicable,ML81549675,1421 El Camino Real ,900000,10,2,2,2,0,1190,7435.69,Burlingame,37
Pending,Not Applicable,ML81550356,33838 Juliet Circle,900000,4,2,3,2,0,1214,4500,Fremont,31
Active,Not Applicable,ML81550846,490 Southhill Boulevard,900000,21,3,4,3,0,1270,4125.13,Daly City,54
Active,,ML81562790,890 Portola State Park Road,899999,8,1,3,1,0,1334,1018911.96,La Honda,64
Pending,Not Applicable,ML81549496,8081 Del Monte Avenue,899950,11,3,3,2,1,1953,7311,Newark,40
Active,Not Applicable,ML81562708,1601 Hemlock Avenue,899950,8,2,4,2,0,1550,5501.63,San Mateo,65
Active,Not Applicable,ML81563424,2353 Ticonderoga Drive,899500,5,3,2,2,1,1470,967.03,San Mateo,38
Pending,Potential Short Sale / Lender Appr Required,ML81518764,37853 Abraham Street,899000,6,3,4,3,0,2206,5300,Fremont,28
Active,Not Applicable,ML81519451,270 Sterling Avenue,899000,141,2,3,2,0,880,11537,Pacifica,85
Active,Not Applicable,ML81533261,621 Pine Terrace,899000,109,2,3,2,0,1200,4200,South San Francisco,97
Contingent,Not Applicable,ML81533675,98 Longview Drive,899000,58,2,4,2,0,1500,4248,Daly City,55
Active,Not Applicable,ML81545343,25469 University Court,899000,79,4,4,3,1,2715,7614,Hayward,36
Pending,Not Applicable,ML81547550,1441 Sunshine Valley Road,899000,33,1,3,1,0,980,17000,Montara,119
Pending,Not Applicable,ML81547926,2775 Shannon Drive,899000,13,2,3,2,0,1500,5401.44,South San Francisco,53
Active,Not Applicable,ML81548625,724 W Orange Avenue,899000,34,2,3,2,0,1350,4499.75,South San Francisco,72
Pending,Not Applicable,ML81547844,255 Cerro Drive,899000,19,3,4,2,1,1860,3493.51,Daly City,21
Contingent,Not Applicable,ML81549411,305 Metzgar Street,899000,22,3,5,2,1,1760,7278.88,Half Moon Bay,45
Contingent,Not Applicable,ML81550561,631 Park Road,899000,11,1,2,1,0,860,7300.66,Redwood City,90
Active,Not Applicable,ML81561740,66 Fairlawn Avenue,899000,15,5,3,5,0,2450,3300,Daly City,64
Active,Not Applicable,ML81562232,156 Morton Drive,899000,13,3,3,2,1,1660,6080.98,Daly City,42
Pending,Not Applicable,ML81551166,123 Alexander Avenue,899000,8,2,3,1,1,1150,5100.88,Redwood City,67
Active,Not Applicable,ML81563464,604 Alexis Circle,899000,5,3,4,2,1,2100,3062.27,Daly City,20
Active,Not Applicable,ML81563713,7 Meadow Court,899000,4,1,3,1,0,1080,14701.5,San Mateo,63
Contingent,Not Applicable,ML81518983,2741 Carmel Drive,898888,55,2,3,2,0,1300,8700,San Bruno,57
Pending,Not Applicable,ML81549660,15 Fairmont Drive,898000,18,3,2,3,0,1510,3402.04,Daly City,63
Pending,Not Applicable,ML81550563,860 Balboa Lane,898000,12,2,2,2,0,1395,305464.5,Foster City,41
Active,Not Applicable,ML81561689,58 Cove Lane,898000,15,2,2,2,0,1470,401893.27,Redwood Shores,33
Contingent,Not Applicable,ML81562034,513 Revival Terrace,898000,9,3,3,2,1,1740,2847,Fremont,19
Active,Not Applicable,ML81563127,14 Westdale Avenue,898000,7,2,3,1,1,1480,3497.87,Daly City,66
Active,Not Applicable,ML81563926,1201 S Hummingbird Lane,898000,1,3,2,2,1,1211,,San Mateo,4
Active,Not Applicable,ML81517140,489 Kelly Avenue,897000,159,2,3,2,0,1740,3750,Half Moon Bay,101
Contingent,Not Applicable,ML81562485,123 Avenue Granada ,896123,4,2,3,2,0,1680,6000,El Granada,32
Pending,Not Applicable,ML81546545,1134 Cobb Street,895000,17,2,3,2,0,1480,5201.06,San Mateo,16
Pending,Not Applicable,ML81547243,2881 Maywood Drive,895000,39,3,3,3,0,1350,5000,San Bruno,58
Contingent,Not Applicable,ML81548052,261 Arrowhead Way,895000,4,3,5,3,0,2910,5100.88,Hayward,16
Pending,Potential Short Sale / Lender Appr Required,ML81548084,528 Orange Avenue,895000,1,2,3,2,0,2240,4948.42,South San Francisco,60
Active,Court Confirmation May Be Req'd,ML81563792,2178 Henry Court,895000,4,3,4,2,1,2080,5018.11,East Palo Alto,19
Active,Not Applicable,ML81563950,327 Hillside Drive,895000,1,1,1,1,0,640,16800,Woodside,87
Pending,Not Applicable,ML81548696,2068 Kehoe Avenue,890000,31,1,3,1,0,1380,5000.69,San Mateo,61
Active,Not Applicable,ML81562523,124 Foxwood Road,890000,9,2,3,2,0,2410,12401.53,Portola Valley,52
Active,Not Applicable,ML81561610,35121 Lake Boulevard,889888,16,2,4,2,0,2025,9000,Newark,48
Pending,Not Applicable,ML81549687,46 Eddystone Court,889000,9,3,2,2,1,1134,358838.57,Redwood Shores,37
Active,Not Applicable,ML81563130,1449 Jefferson Avenue,889000,7,1,2,1,0,1250,5000.69,Redwood City,90
Pending,Not Applicable,ML81550500,130 Yorkshire Court,888888,8,2,3,2,0,1440,5898.02,San Bruno,60
Active,Not Applicable,ML81562043,67 Wilson Street,888888,14,3,4,3,0,1300,4000,Daly City,92
Pending,Not Applicable,ML81550207,36927 Reynolds Drive,888500,15,2,3,2,0,1708,8167.5,Fremont,44
Pending,Not Applicable,ML81549554,163 Mariposa Avenue,888000,25,2,3,2,0,1790,3367.19,Daly City,57
Pending,Not Applicable,ML81562664,814 Miller Avenue,888000,3,2,4,2,0,2000,7000,South San Francisco,77
Active,Not Applicable,ML81563245,439 Yellowstone Drive,888000,6,2,3,2,0,1670,5040,South San Francisco,57
Active,Not Applicable,ML81563422,3566 Sutton Loop,888000,5,2,4,2,0,2276,6699.53,Fremont,53
Contingent,Not Applicable,ML81550057,110 Harvard Avenue,885000,8,2,3,2,0,1600,7000,El Granada,68
Contingent,Not Applicable,ML81549728,1110 Bayswater Avenue,879000,15,2,2,2,0,1270,17250,Burlingame,33
Contingent,Not Applicable,ML81562149,2946 Sorrento Way,879000,8,3,4,3,0,2442,4499.75,Union City,25
Active,Not Applicable,ML81518284,555 Redwood Avenue,878000,151,1,3,1,0,1160,6000,Redwood City,69
Pending,Not Applicable,ML81547820,914 E Grant Place,878000,10,1,2,1,0,880,4748.04,San Mateo,77
Pending,Not Applicable,ML81549437,502 Palo Verde Common,878000,9,3,3,2,1,1377,1000,Fremont,8
Pending,Not Applicable,ML81562756,99 Outlook Circle,878000,4,2,2,2,0,1257,606163.54,Pacifica,21
Active,Not Applicable,ML81548738,113 Northcrest Drive,875500,40,3,3,2,1,1660,2158,South San Francisco,19
Pending,Not Applicable,ML81549543,864 South Road,875000,12,2,2,2,0,1120,6494,Belmont,72
Pending,Not Applicable,ML81561467,71 Crestview Avenue,869000,14,3,4,3,0,1664,3630,Daly City,60
Active,Not Applicable,ML81562459,3358 Brittan Avenue,869000,11,2,3,2,0,1239,1000,San Carlos,43
Contingent,Not Applicable,ML81549565,310 Beverly Avenue,868000,13,1,3,1,0,920,5000.69,Millbrae,72
Contingent,Not Applicable,ML81545312,960 Wyandotte Avenue,859000,46,3,4,3,0,2170,2500.34,Daly City,25
Active,Potential Short Sale / Lender Appr Required,ML81546162,4841 Cheryl Court,858500,62,3,4,2,1,1880,7323,Union City,39
Active,Not Applicable,ML81550330,3347 Brittan Avenue,858000,26,2,3,2,0,1239,182091,San Carlos,43
Contingent,Not Applicable,ML81547213,1566 Mizzen Lane,850000,30,2,4,2,0,1570,6000,Half Moon Bay,41
Active,Not Applicable,ML81563298,447 Northaven Drive,850000,6,2,3,2,0,1180,3402.04,Daly City,57
Active,Not Applicable,ML81561515,4502 Doane Street,849999,18,2,4,2,0,1136,6460,Fremont,57
Pending,Not Applicable,ML81550163,35128 Blackburn Drive,849950,9,2,3,2,0,1628,9006,Newark,53
Active,Not Applicable,ML81563160,36495 Alicante Avenue,849950,6,2,4,2,0,1740,7962.77,Fremont,54
Pending,Not Applicable,ML81547053,928 Holly Street,849900,41,2,2,2,0,1520,5900,San Carlos,76
Active,Not Applicable,ML81562909,1220 Madera Avenue,849900,8,2,3,2,0,1030,5998.21,Menlo Park,65
Pending,Not Applicable,ML81467992,1227 Arguello Street,849000,164,1,4,1,0,1380,4792,Redwood City,122
Active,Not Applicable,ML81522434,346 Hillside Boulevard,849000,117,3,4,3,0,2284,2075,Daly City,76
Pending,Not Applicable,ML81546582,109 Arroyo Drive,849000,30,2,3,2,0,1400,8755.56,South San Francisco,68
Pending,Not Applicable,ML81548754,3601 Exeter Drive,849000,16,2,3,2,0,1160,5000.69,San Bruno,57
Active,Not Applicable,ML81549243,2360 Rollingwood Drive,849000,34,2,3,2,0,1110,5000,San Bruno,61
Contingent,Not Applicable,ML81550280,2167 De Anza Boulevard,849000,13,3,2,2,1,1270,38128.07,San Mateo,35
Contingent,Not Applicable,ML81550344,25 Willow Road,849000,8,1,2,1,0,960,90378.29,Menlo Park,40
Pending,Not Applicable,ML81550436,1142 Hollyburne Avenue,849000,13,2,3,2,0,1330,5750,Menlo Park,67
Active,Not Applicable,ML81550499,1145 Sheila Lane,849000,25,3,4,3,0,1990,7350,Pacifica,52
Pending,Not Applicable,ML81550590,4721 Valpey Park Avenue,849000,13,2,4,2,0,1656,6716.95,Fremont,52
Contingent,Not Applicable,ML81550811,304 Firecrest Avenue,849000,8,3,4,3,0,2015,4238.39,Pacifica,51
Active,Not Applicable,ML81561283,319 N Claremont Street,849000,19,2,3,2,0,1680,6006.92,San Mateo,109
Pending,Not Applicable,ML81561404,793 Elm Street,849000,13,2,2,2,0,1529,26012,San Carlos,34
Active,Not Applicable,ML81562265,37474 3rd Street,848888,12,2,3,2,0,1872,11099.09,Fremont,66
Pending,Not Applicable,ML81562266,1156 17th Avenue,848800,7,1,3,1,0,1200,7140,Redwood City,69
Pending,Not Applicable,ML81548489,2918 Meridien Circle,848000,11,3,3,2,1,1918,4499.75,Union City,22
Contingent,Not Applicable,ML81550826,1658 Via Laguna ,848000,4,2,3,2,0,1280,56353.57,San Mateo,32
Active,Not Applicable,ML81563896,19 Norwood Avenue,848000,2,2,3,2,0,1400,3484.8,Daly City,44
Contingent,Court Confirmation May Be Req'd,ML81516912,1335 Windermere Avenue,845000,108,1,3,1,0,1050,5900,Menlo Park,63
Active,Not Applicable,ML81563148,35877 Alcazar Court,838888,6,2,4,2,0,1630,8250.26,Fremont,51
Pending,Not Applicable,ML81548169,2140 Santa Cruz Avenue,838000,8,2,2,2,0,1000,84506.48,Menlo Park,38
Pending,Not Applicable,ML81549396,11776 Shadow Drive,835000,8,3,3,2,1,2059,5044.25,Dublin,36
Contingent,Not Applicable,ML81550303,35425 CABRILLO Drive,835000,12,4,5,3,1,1714,5898.02,Fremont,50
Pending,Not Applicable,ML81562811,2 Patrick Way,835000,7,3,3,3,0,1700,1242,Half Moon Bay,24
Active,Not Applicable,ML81563904,2846 Fleetwood Drive,830888,2,2,3,2,0,1420,10898.71,San Bruno,61
Active,REO / Bank Owned Property,ML81550629,330 Arbor Drive,829000,25,3,4,3,0,1630,5000.69,South San Francisco,61
Pending,Not Applicable,ML81550256,12 Arlington Drive,828000,15,2,4,2,0,1720,4499.75,South San Francisco,65
Pending,Not Applicable,ML81562182,407 Cutter Lane,828000,10,2,2,2,0,1240,884.27,Foster City,27
Pending,Not Applicable,ML81547238,636 Park Way,825000,46,2,3,2,0,1250,4000,South San Francisco,70
Contingent,Not Applicable,ML81548076,14631 Pescadero Road,825000,17,3,2,2,1,1550,51500.99,La Honda,27
Active,Not Applicable,ML81561640,737 Circle Court,825000,15,2,3,2,0,1560,5279.47,South San Francisco,76
Active,Not Applicable,ML81562042,1149 Morningside Avenue,825000,14,3,4,3,0,1695,4500,South San Francisco,62
Pending,Not Applicable,ML81550481,595 Shoal Circle,824950,14,3,2,2,1,1425,256363.67,Redwood Shores,24
Contingent,Not Applicable,ML81549497,2105 Hastings Shore Lane,820000,19,2,2,2,0,1048,168568.49,Redwood Shores,21
Contingent,Not Applicable,ML81550976,199 Alexander Avenue,820000,19,1,2,1,0,780,2550,Redwood City,62
Pending,Not Applicable,ML81561377,4549 Delores Drive,820000,12,3,4,2,1,1907,6240,Union City,44
Contingent,,ML81533943,30 Seacrest Court,819999,90,2,3,2,0,1260,8050,Daly City,50
Active,Not Applicable,ML81547950,5393 Ridgewood Drive,819888,46,3,2,2,1,1533,2880,Fremont,25
Pending,Not Applicable,ML81545626,1907 Woodside Road,819000,37,1,3,1,0,1206,5183.64,Redwood City,63
Contingent,Not Applicable,ML81561527,1 Mandalay Place,819000,14,2,2,2,0,1261,44731.76,South San Francisco,12
Pending,Not Applicable,ML81547566,32 Lycett Circle,815000,28,3,3,3,0,1840,6324.91,Daly City,37
Active,REO / Bank Owned Property,ML81549279,432 Briarwood Drive,814000,34,2,4,2,0,1480,4984,South San Francisco,66
Pending,Not Applicable,ML81547834,182 Hamilton Avenue,810000,13,2,3,2,0,1510,5650,Menlo Park,64
Pending,Not Applicable,ML81547105,3763 Dryden Road,809000,18,2,3,2,0,1376,5414.51,Fremont,39
Active,Not Applicable,ML81563629,807 S Bayshore Boulevard,800000,4,3,2,2,1,1230,,San Mateo,8
Pending,Potential Short Sale / Lender Appr Required,ML81456886,1305 WOODBERRY Avenue,799999,2,2,2,2,0,1650,6500,San Mateo,53
Active,Not Applicable,CROC15243102,3241 San Marcos Way ,799999,,4,7,4,0,2962,5500,Union City,
Pending,Not Applicable,ML81561678,3830 Dunbar Place,799999,9,2,3,2,0,1453,6268,Fremont,39
Pending,Court Confirmation May Be Req'd,ML81549654,380 San Carlos Avenue,799950,11,2,3,2,0,1120,5100,Redwood City,70
Pending,Not Applicable,ML81550089,299 Spetti Drive,799950,8,2,4,2,0,1496,6006.92,Fremont,39
Pending,Not Applicable,ML81550368,4643 Westwood Avenue,799950,7,3,3,3,0,1606,6133.25,Fremont,63
Pending,Not Applicable,ML81547900,1137 Jenevein Avenue,799888,18,2,3,2,0,1040,5000.69,San Bruno,72
Pending,Not Applicable,ML81548124,37341 Trellis Terrace,799888,15,3,3,2,1,1537,2502,Fremont,19
Contingent,Not Applicable,ML81549859,1247 Galvez Drive,799888,10,2,3,2,0,1550,5760,Pacifica,61
Pending,Not Applicable,ML81517827,913 Hanover Street,799000,86,4,5,4,0,2760,2500,Daly City,100
